date,latitude,longitude,count
2024-01-01,43.132482,-72.525434,1
2024-01-01,40.236507,-75.29106,1
2024-01-01,38.408313,-77.328147,1
2024-01-01,42.245669,-87.876112,1
2024-01-01,28.615114,-82.331951,1
2024-01-01,33.086519,-96.70224,1
2024-01-01,33.107921,-96.999598,1
2024-01-01,42.062289,-71.150379,1
2024-01-01,42.061917,-71.151063,1
2024-01-02,40.014217,-75.391822,1
2024-01-02,30.34549,-91.074023,1
2024-01-02,30.345424,-91.073996,1
2024-01-02,30.455045,-84.337855,1
2024-01-02,38.940785,-77.358719,1
2024-01-02,38.941753,-77.355642,1
2024-01-02,30.598919,-91.006646,1
2024-01-02,32.877709,-97.172232,1
2024-01-03,40.3287,-75.067297,1
2024-01-03,40.198578,-88.38227,1
2024-01-03,40.645205,-80.62065,1
2024-01-03,42.37825,-72.47113,1
2024-01-03,36.069619,-85.593748,1
2024-01-03,30.71432,-94.90713,1
2024-01-03,32.886396,-97.159852,1
2024-01-03,41.761016,-70.089419,1
2024-01-03,32.677566,-97.163403,1
2024-01-04,35.8675,-78.607793,1
2024-01-04,34.067356,-81.288263,1
2024-01-04,31.356442,-94.727526,1
2024-01-04,41.295482,-80.378433,1
2024-01-04,41.821037,-88.120407,1
2024-01-04,42.309954,-84.358377,1
2024-01-04,29.586234,-95.116519,1
2024-01-04,34.501149,-77.619719,1
2024-01-04,40.809706,-76.016042,1
2024-01-05,30.413089,-88.632587,1
2024-01-05,40.664093,-82.623196,1
2024-01-05,28.0211,-82.570367,1
2024-01-05,40.328699,-75.0673,1
2024-01-05,37.544727,-77.473065,1
2024-01-05,33.950947,-81.014796,1
2024-01-05,41.838744,-69.973876,1
2024-01-05,30.706575,-88.158164,1
2024-01-06,38.901802,-77.503018,1
2024-01-06,38.955953,-77.593149,1
2024-01-06,41.61687,-83.651337,1
2024-01-06,33.023922,-97.145751,1
2024-01-06,34.549519,-86.952339,1
2024-01-06,38.8754,-94.865438,1
2024-01-06,42.749045,-96.951598,1
2024-01-06,33.01865,-97.098159,1
2024-01-07,38.787576,-76.528579,1
2024-01-07,30.367965,-90.001282,1
2024-01-07,30.228086,-90.186047,1
2024-01-07,38.558722,-90.3536,1
2024-01-07,37.552949,-97.236417,1
2024-01-07,33.071026,-96.996948,1
2024-01-07,32.704883,-97.394829,1
2024-01-07,31.952,-81.060005,1
2024-01-08,36.305388,-78.588753,1
2024-01-08,39.176314,-76.89064,1
2024-01-08,41.579583,-81.415364,1
2024-01-08,38.35819,-75.07712,1
2024-01-08,38.962823,-77.851103,1
2024-01-08,39.369037,-77.387088,1
2024-01-08,38.973823,-76.931521,1
2024-01-08,39.121518,-77.126833,1
2024-01-08,36.050564,-78.461008,1
2024-01-09,34.167337,-84.647601,1
2024-01-09,35.733078,-83.982658,1
2024-01-09,40.328718,-75.067274,1
2024-01-09,29.589398,-95.591826,1
2024-01-09,30.65105,-97.81243,1
2024-01-09,33.248179,-97.125736,1
2024-01-09,43.308892,-73.239495,1
2024-01-10,30.357661,-91.09481,1
2024-01-10,34.497958,-86.660675,1
2024-01-10,39.077105,-86.324803,1
2024-01-10,38.949312,-76.95095,1
2024-01-10,38.99713,-86.445315,1
2024-01-10,33.006245,-96.604375,1
2024-01-10,39.190529,-76.848003,1
